Retained Space by Class
=======================

Total Heap:    24.50 MB
Total Classes:     2892
Total Objects:   205719

# Objects    Retained        Size  Class
----------------------------------------
        3     1.48 KB      312 B   com.sun.org.apache.xerces.internal.impl.xs.XSComplexTypeDecl
        1     1.44 KB       48 B   io.smallrye.config.inject.ConfigProducer_ProducerMethod19_Bean
        1     1.44 KB       48 B   io.smallrye.config.inject.ConfigProducer_ProducerMethod17_Bean
       17     1.44 KB      680 B   java.lang.ConditionalSpecialCasing$Entry
        1     1.44 KB       48 B   io.smallrye.config.inject.ConfigProducer_ProducerMethod24_Bean
        1     1.44 KB       48 B   io.smallrye.config.inject.ConfigProducer_ProducerMethod29_Bean
        1     1.44 KB       48 B   io.smallrye.config.inject.ConfigProducer_ProducerMethod9_Bean
        2     1.41 KB       64 B   javax.ws.rs.HttpMethod$$ProxyImpl
        1     1.41 KB       48 B   io.smallrye.config.inject.ConfigProducer_ProducerMethod25_Bean
       30     1.41 KB     1.41 KB  java.time.temporal.ValueRange
        1     1.40 KB       48 B   io.smallrye.config.inject.ConfigProducer_ProducerMethod14_Bean
        7     1.39 KB      224 B   org.yaml.snakeyaml.scanner.Constant
       59     1.38 KB     1.38 KB  com.sun.xml.internal.bind.v2.model.impl.Messages
       59     1.38 KB     1.38 KB  com.sun.xml.bind.v2.model.impl.Messages
        3     1.38 KB       96 B   io.smallrye.metrics.MetricsRegistryImpl
        2     1.37 KB      248 B   java.math.BigDecimal[]
        4     1.33 KB      384 B   org.jboss.resteasy.spi.metadata.MethodParameter
       10     1.33 KB      800 B   java.util.EnumMap
        1     1.31 KB       24 B   sun.text.SupplementaryCharacterData
       56     1.31 KB     1.31 KB  io.undertow.util.StatusCodes$Entry
        1     1.31 KB       72 B   io.undertow.servlet.spec.ServletContextImpl
        1     1.29 KB      216 B   com.arjuna.ats.jta.common.JTAEnvironmentBean
        8     1.25 KB      192 B   javax.ws.rs.core.Context$$ProxyImpl
        1     1.23 KB       40 B   ch.qos.logback.core.helpers.CyclicBuffer
       52     1.22 KB     1.22 KB  com\oracle\svm\reflect\proxies\Proxy_java_lang_annotation_Repeatable_value__
        1     1.21 KB       96 B   com.arjuna.ats.arjuna.common.RecoveryEnvironmentBean
        1     1.20 KB      384 B   org.postgresql.util.PSQLState[]
        1     1.19 KB      256 B   java.time.temporal.ChronoField[]
       16     1.18 KB      512 B   java.util.Arrays$ArrayList
       50     1.17 KB     1.17 KB  com\oracle\svm\reflect\proxies\Proxy_javax_validation_Constraint_validatedBy__
       30     1.17 KB     1.17 KB  java.security.Provider$EngineDescription
        1     1.16 KB       56 B   org.jboss.resteasy.core.SynchronousDispatcher
        1     1.16 KB       72 B   org.jboss.resteasy.core.MessageBodyParameterInjector
        1     1.15 KB       24 B   com.oracle.svm.core.option.RuntimeOptionParser
        6     1.14 KB      192 B   com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ClosureToken
        1     1.13 KB      488 B   com.sun.xml.bind.v2.model.impl.Messages[]
        1     1.13 KB      488 B   com.sun.xml.internal.bind.v2.model.impl.Messages[]
        1     1.13 KB       48 B   io.smallrye.metrics.MetricRegistries_ProducerMethod6_Bean
        4     1.13 KB      320 B   com.fasterxml.jackson.databind.introspect.BasicBeanDescription
        3     1.12 KB      200 B   java.lang.String[][]
        1     1.12 KB      280 B   jdk.vm.ci.amd64.AMD64Kind[]
       20     1.09 KB     1.09 KB  org.hsqldb.types.IntervalType
        3     1.09 KB      120 B   io.undertow.server.handlers.PredicateHandler
        2     1.09 KB       64 B   org.jboss.resteasy.plugins.providers.DocumentProvider
        1     1.09 KB       64 B   org.jboss.resteasy.core.interception.jaxrs.ContainerRequestFilterRegistry
        1     1.09 KB       40 B   io.undertow.util.SubstringMap
        1     1.09 KB       48 B   io.smallrye.metrics.MetricRegistries_ProducerMethod13_Bean
        1     1.09 KB       24 B   com.fasterxml.jackson.databind.jsontype.impl.SubTypeValidator
        1     1.09 KB       48 B   io.smallrye.metrics.MetricRegistries_ProducerMethod12_Bean
        1     1.08 KB      240 B   com.fasterxml.jackson.databind.DeserializationFeature[]
       34     1.06 KB     1.06 KB  java.util.concurrent.atomic.AtomicLong
       27     1.05 KB     1.05 KB  java.util.concurrent.atomic.AtomicIntegerFieldUpdater$AtomicIntegerFieldUpdaterImpl
       19     1.04 KB     1.04 KB  org.graalvm.compiler.options.OptionDescriptor
       33     1.03 KB     1.03 KB  jdk.vm.ci.amd64.AMD64Kind
        6     1.03 KB      144 B   java.lang.annotation.Inherited$$ProxyImpl
       12     1.03 KB     1.03 KB  com.fasterxml.jackson.databind.type.SimpleType
       26     1.02 KB      832 B   org.hibernate.validator.internal.engine.valueextraction.ValueExtractorDescriptor$Key
       10     1.02 KB     1.02 KB  sun.util.calendar.Gregorian$Date
        7     1.00 KB      504 B   java.text.DigitList
        4      976 B       160 B   java.security.SecureRandom
        1      968 B        56 B   org.hibernate.validator.internal.cfg.context.DefaultConstraintMapping
        2      960 B       144 B   org.jboss.resteasy.plugins.providers.jackson.ResteasyJackson2Provider
        2      960 B       144 B   com.sun.org.apache.xalan.internal.xsltc.trax.TransformerFactoryImpl
        1      952 B       216 B   com.fasterxml.jackson.databind.MapperFeature[]
        1      952 B       256 B   com.oracle.svm.core.posix.headers.Signal$SignalEnum[]
       27      952 B       448 B   org.jboss.resteasy.core.ValueInjector[]
        8      952 B       384 B   io.undertow.servlet.handlers.ServletChain$1
        4      944 B       128 B   com.sun.org.apache.xerces.internal.impl.xpath.regex.Token$ParenToken
        1      944 B        80 B   com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer
        1      936 B       200 B   com.fasterxml.jackson.databind.SerializationFeature[]
       23      920 B       920 B   org.yaml.snakeyaml.tokens.Token$ID
        1      904 B        40 B   io.smallrye.health.SmallRyeHealthReporter_Bean
       28      896 B       896 B   com.fasterxml.jackson.databind.DeserializationFeature
       15      888 B       360 B   java.util.BitSet
        1      888 B        48 B   org.jboss.shamrock.example.rest.RestClientProxy_ProducerMethod23_Bean
       18      864 B       432 B   java.util.regex.Pattern$CharPropertyNames$4
        1      856 B        40 B   org.jboss.resteasy.plugins.server.servlet.HttpServlet30Dispatcher
        2      856 B        48 B   io.undertow.util.SubstringMap$SubstringMatch
        1      848 B        48 B   org.xnio.nio.NioXnio
        1      848 B        32 B   org.jboss.shamrock.example.health.SimpleHealthCheck_Bean
       35      840 B       840 B   java.lang.Object
        1      840 B        40 B   com.fasterxml.jackson.core.sym.CharsToNameCanonicalizer$TableInfo
       26      832 B       832 B   sun.reflect.annotation.TypeAnnotation$TypeAnnotationTargetInfo
        1      832 B        40 B   java.io.UnixFileSystem
        5      824 B       824 B   double[]
       17      816 B       816 B   com.oracle.svm.core.genscavenge.GCImpl$Timer
       34      816 B       816 B   jdk.vm.ci.amd64.AMD64$CPUFeature
        2      816 B        64 B   io.undertow.util.CopyOnWriteMap
        1      816 B        56 B   sun.awt.AppContext
        2      808 B        64 B   io.undertow.servlet.handlers.ServletPathMatchesData$PathMatch
        1      808 B        56 B   com.fasterxml.jackson.core.Base64Variant
        1      800 B       144 B   sun.security.provider.MD4$1
       25      800 B       800 B   com.fasterxml.jackson.databind.MapperFeature
       20      800 B       800 B   java.util.LinkedList$Node
       13      800 B       624 B   com.fasterxml.jackson.core.JsonToken
        1      792 B        32 B   io.smallrye.config.PropertiesConfigSource
       10      792 B       400 B   com.sun.org.apache.xerces.internal.impl.xpath.regex.RangeToken
        7      784 B       224 B   org.jboss.resteasy.core.ResourcePropertyInjector
        1      784 B       208 B   java.time.LocalTime[]
        1      784 B        48 B   com.oracle.svm.core.MonitorSupport
        2      768 B       128 B   org.jboss.resteasy.core.interception.jaxrs.WriterInterceptorRegistry
        1      768 B       480 B   org.postgresql.PGProperty[]
       12      768 B       384 B   java.util.regex.Pattern$SliceI
        3      768 B       216 B   com.sun.org.apache.xerces.internal.impl.xs.XSAttributeGroupDecl
        5      760 B       400 B   java.util.Collections$SingletonMap
        1      752 B       104 B   java.util.concurrent.ScheduledThreadPoolExecutor
        1      744 B        32 B   org.xnio.nio.NioXnio$ConstructorSelectorCreator
        2      744 B        48 B   java.nio.file.attribute.PosixFilePermissions$1
        2      744 B       160 B   io.undertow.server.DefaultByteBufferPool
        1      736 B        56 B   io.smallrye.openapi.api.models.parameters.RequestBodyImpl
        1      736 B       256 B   com.sun.org.apache.xerces.internal.impl.dv.xs.TypeValidator[]
        1      736 B       136 B   io.undertow.server.session.InMemorySessionManager
       23      736 B       736 B   com.fasterxml.jackson.databind.SerializationFeature
        2      720 B       112 B   sun.util.calendar.Era
       30      720 B       720 B   com.oracle.svm.core.posix.headers.Signal$SignalEnum
        8      704 B       256 B   org.jboss.protean.arc.TypeVariableImpl
       29      696 B       696 B   java.util.regex.Pattern$Start
        1      688 B       128 B   com.sun.org.apache.xml.internal.dtm.ref.ExtendedType[]
        8      672 B       672 B   com.sun.org.apache.xerces.internal.impl.xs.util.SimpleLocator[]
        2      672 B        96 B   java.io.BufferedOutputStream
        1      672 B        48 B   org.jboss.resteasy.plugins.providers.jaxb.XmlJAXBContextFinder
        2      672 B        64 B   io.reactiverse.reactivecontexts.core.Context
        1      664 B       144 B   java.time.temporal.ChronoUnit[]
        1      664 B        40 B   org.jboss.shamrock.agroal.runtime.DataSourceProducer_ProducerMethod28_Bean
        2      656 B        80 B   sun.util.logging.resources.logging
        4      656 B       256 B   ch.qos.logback.core.status.InfoStatus
        4      640 B        96 B   javax.validation.valueextraction.UnwrapByDefault$$ProxyImpl
       16      640 B       640 B   java.time.temporal.ChronoUnit
       20      640 B       640 B   javax.ws.rs.container.ContainerRequestFilter[]
        1      640 B        56 B   sun.security.provider.SecureRandom
        4      640 B        96 B   javax.interceptor.AroundConstruct$$ProxyImpl
        1      632 B       200 B   java.text.DateFormat$Field[]
        5      632 B       280 B   com.oracle.svm.core.hub.ClassInitializationInfo
       26      624 B       624 B   com.sun.xml.bind.v2.runtime.Messages
       26      624 B       624 B   com.sun.xml.internal.bind.v2.runtime.Messages
        7      624 B       392 B   org.postgresql.core.Parser$SqlParseState
       39      624 B       624 B   java.util.regex.Pattern$CharPropertyNames$1
        7      616 B       616 B   java.text.DecimalFormatSymbols
        2      616 B       128 B   org.jboss.resteasy.core.interception.jaxrs.ReaderInterceptorRegistry
        4      608 B       160 B   com.fasterxml.jackson.databind.util.LRUMap
        2      608 B       224 B   sun.util.calendar.ImmutableGregorianDate
        1      608 B        40 B   io.smallrye.metrics.MetricProducer_ProducerMethod27_Bean
        1      592 B        32 B   org.jboss.shamrock.health.runtime.HealthServlet_Bean
        5      592 B       592 B   com.sun.org.apache.xerces.internal.impl.xs.XSElementDecl[]
        1      592 B        32 B   org.jboss.shamrock.metrics.runtime.MetricsServlet_Bean
        1      592 B        32 B   org.jboss.shamrock.openapi.runtime.OpenApiServlet_Bean
        1      592 B        64 B   java.util.IdentityHashMap
        2      584 B        64 B   sun.util.locale.LocaleExtensions
        1      584 B        24 B   org.jboss.shamrock.example.jpa.JPATestEndpoint_Bean
        1      584 B        24 B   org.jboss.shamrock.example.web.TestServlet_Bean
        7      584 B       168 B   org.ietf.jgss.Oid
        1      584 B        64 B   org.jboss.resteasy.core.interception.jaxrs.ContainerResponseFilterRegistry
        1      584 B        48 B   java.security.MessageDigest$Delegate
        1      576 B        32 B   javax.validation.Validation$GetValidationProviderListAction
        2      576 B        64 B   com.oracle.svm.core.util.RingBuffer
        9      576 B       576 B   java.util.logging.Level
        2      576 B       576 B   jdk.vm.ci.amd64.AMD64$CPUFeature[]
       24      576 B       576 B   java.time.LocalTime
        1      576 B        40 B   io.smallrye.metrics.MetricProducer_ProducerMethod16_Bean
        4      576 B       576 B   com.sun.org.apache.xerces.internal.impl.xs.XSComplexTypeDecl[]
        1      576 B        64 B   org.postgresql.core.EncodingPredictor$Translation[]
        8      568 B       256 B   io.undertow.servlet.handlers.security.ServletSecurityRoleHandler
        1      568 B        40 B   io.undertow.servlet.core.ManagedServlets
        5      560 B       320 B   com.oracle.svm.core.genscavenge.Space
       14      560 B       560 B   com.sun.org.apache.xml.internal.dtm.ref.ExtendedType
        3      552 B       168 B   com.sun.org.apache.xerces.internal.impl.xs.XSAttributeUseImpl[]
        1      552 B       168 B   java.util.regex.UnicodeProp[]
       17      544 B       544 B   com.oracle.svm.core.option.RuntimeOptionKey
       34      544 B       544 B   java.lang.ThreadLocal
       16      544 B       512 B   sun.nio.ch.SocketOptionRegistry$RegistryKey
        5      536 B       200 B   com.sun.org.apache.xerces.internal.impl.xs.XSParticleDecl
        1      536 B        40 B   com.sun.xml.internal.bind.v2.model.impl.RuntimeBuiltinLeafInfoImpl$StringImplImpl
        1      536 B        40 B   io.smallrye.metrics.MetricProducer_ProducerMethod1_Bean
        4      536 B       256 B   com.sun.org.apache.xerces.internal.impl.xs.SchemaGrammar$BuiltinAttrDecl
        1      536 B        80 B   sun.security.provider.SHA
        1      536 B        40 B   com.sun.xml.bind.v2.model.impl.RuntimeBuiltinLeafInfoImpl$StringImplImpl
        1      536 B        40 B   io.smallrye.metrics.MetricProducer_ProducerMethod2_Bean
       11      528 B       528 B   jdk.vm.ci.meta.JavaKind
        1      520 B       104 B   org.hibernate.validator.internal.xml.BootstrapConfigurationImpl
        1      520 B        24 B   org.hibernate.validator.internal.engine.MethodValidationConfiguration
        6      512 B       240 B   org.postgresql.core.EncodingPredictor$Translation
        1      504 B        40 B   io.smallrye.config.inject.ConfigProperty12_AnnotationLiteral
        9      504 B       504 B   com.sun.org.apache.xerces.internal.utils.XMLSecurityManager$Limit
        1      504 B        40 B   io.smallrye.config.inject.ConfigProperty11_AnnotationLiteral
        1      504 B        40 B   org.jboss.shamrock.transactions.runtime.TransactionProducers_ProducerMethod10_Bean
        1      504 B        40 B   io.smallrye.config.inject.ConfigProperty16_AnnotationLiteral
        1      504 B        40 B   io.smallrye.config.inject.ConfigProperty15_AnnotationLiteral
        1      504 B        40 B   io.smallrye.config.inject.ConfigProperty14_AnnotationLiteral
        1      504 B        40 B   io.smallrye.config.inject.ConfigProperty9_AnnotationLiteral
        1      504 B        32 B   org.jboss.resteasy.core.PathParamInjector
        1      504 B        40 B   io.smallrye.config.inject.ConfigProperty6_AnnotationLiteral
        1      504 B        40 B   io.smallrye.config.inject.ConfigProperty5_AnnotationLiteral
        1      504 B        40 B   io.smallrye.config.inject.ConfigProperty10_AnnotationLiteral
        7      504 B       168 B   io.undertow.server.handlers.form.FormParserFactory
        1      496 B        32 B   io.smallrye.config.inject.ConfigProducer_Bean
        1      496 B        56 B   java.util.regex.Pattern$GroupCurly
        1      496 B        64 B   org.hibernate.validator.internal.metadata.core.AnnotationProcessingOptionsImpl
        1      496 B        40 B   io.smallrye.metrics.MetricProducer_ProducerMethod8_Bean
        3      496 B        72 B   javax.ws.rs.container.PreMatching$$ProxyImpl
        1      496 B       104 B   com.fasterxml.jackson.databind.ObjectMapper
        3      496 B        72 B   javax.enterprise.context.Dependent$$ProxyImpl
        1      488 B        32 B   org.jboss.shamrock.openapi.runtime.OpenApiDocumentProducer_Bean
        1      488 B        48 B   io.smallrye.metrics.interceptors.MetricNameFactory_ProducerMethod26_Bean
        1      488 B        32 B   org.jboss.shamrock.beanvalidation.runtime.ValidatorProvider_Bean
        1      488 B       224 B   com.sun.xml.bind.v2.runtime.Messages[]
        1      488 B       224 B   com.sun.xml.internal.bind.v2.runtime.Messages[]
